MUVBOX_5051;idk;teste
time;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
5.200796999999966;-0.2197265625;-0.02294921875;-0.98974609375;0.152587890625;-0.26702880859375;0.30517578125
5.20169999999996;-0.22265625;-0.021484375;-0.98779296875;0.66375732421875;0.91552734375;-0.30517578125
5.202750000000037;-0.224609375;-0.025390625;-0.994140625;0.05340576171875;0.22125244140625;-0.08392333984375
5.203799000000004;-0.22705078125;-0.02978515625;-0.98779296875;0.67138671875;0.5950927734375;-1.39617919921875
5.204863000000046;-0.21923828125;-0.02587890625;-0.99072265625;0.22125244140625;0.32806396484375;0.48065185546875
5.205907000000025;-0.2216796875;-0.02587890625;-0.99462890625;1.35040283203125;0.28228759765625;-1.16729736328125
5.206953999999996;-0.22021484375;-0.0234375;-0.98779296875;0.885009765625;1.0528564453125;-1.8310546875
5.20799999999997;-0.22119140625;-0.021484375;-0.99365234375;0.11444091796875;0.25177001953125;0.26702880859375
5.210012000000006;-0.21875;-0.02685546875;-0.99267578125;-1.68609619140625;1.312255859375;-0.35858154296875
5.210274000000027;-0.21728515625;-0.0244140625;-0.99560546875;2.227783203125;2.26593017578125;0.06866455078125
5.211156999999957;-0.22119140625;-0.0302734375;-0.99658203125;-0.52642822265625;0.701904296875;-0.20599365234375
5.212196000000063;-0.220703125;-0.03173828125;-0.99267578125;-0.51116943359375;0.5645751953125;-1.0223388671875
5.2132460000000265;-0.22412109375;-0.025390625;-0.98583984375;0.6103515625;1.129150390625;-3.95965576171875
5.21429599999999;-0.2158203125;-0.02783203125;-0.99072265625;0.32806396484375;2.9144287109375;-2.716064453125
5.215567999999962;-0.2099609375;-0.02197265625;-0.998046875;1.312255859375;1.02996826171875;-3.36456298828125
5.216404000000011;-0.2138671875;-0.025390625;-0.99951171875;-0.457763671875;1.708984375;-3.41033935546875
5.217445999999995;-0.2158203125;-0.021484375;-1.00341796875;1.03759765625;2.7923583984375;-4.43267822265625
5.218495999999959;-0.21337890625;-0.02978515625;-1.00048828125;-1.10626220703125;0.9765625;-3.265380859375
5.219546000000037;-0.208984375;-0.0302734375;-0.99951171875;-0.22125244140625;2.25830078125;-3.24249267578125
5.2205960000000005;-0.21142578125;-0.02587890625;-0.99951171875;0.4425048828125;0.55694580078125;-1.89208984375
5.221645999999964;-0.20751953125;-0.037109375;-0.99951171875;-0.08392333984375;1.8768310546875;-4.39453125
